ocm_id,operator,usage_type,status,is_operational,address1,address2,town,state_province,postcode,country,latitude,longitude,title,num_points,connector_types,max_power_kw,all_connector_powers_kw,connection_statuses,borough,borough_density_km2,uk_avg_util_pct,uk_avg_energy_kWh,uk_usage_rows,priority_score,last_status_update,last_verified,submission_status,data_provider
254199,Shell Recharge Solutions (Uk),Public - Pay At Location,Not Operational,False,4 Biddulph Road,nan,London,England,W9 1JB,GB,51.527772,-0.187086,4 Biddulph Road,1.0,Type 2 (Socket Only),3.7,3.7,Operational,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,78,0.1281114921712353,2023-05-04 09:47:00+00:00,2023-05-04 09:47:00+00:00,Imported and Published,UK National Charge Point Registry
252683,Shell Recharge Solutions (Uk),Public - Pay At Location,Not Operational,False,53A Barkston Gardens,nan,London,England,SW5 0ES,GB,51.491804,-0.190692,53A Barkston Gardens,1.0,Type 2 (Socket Only),3.7,3.7,Operational,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,78,0.1281114921712353,2023-05-04 09:45:00+00:00,2023-05-04 09:45:00+00:00,Imported and Published,UK National Charge Point Registry
268146,Total Energies (Uk),Public,Not Operational,False,Opposite 1 Highbury Crescent,nan,Islington,London,N5 1RN,GB,51.546707,-0.103367,Highbury Crescent,1.0,Type 2 (Socket Only),7.0,7,Operational,Islington,18508.0,50.21666666666667,36.88102564102565,78,0.3027813512006808,2023-12-07 08:11:00+00:00,2023-12-07 08:11:00+00:00,Imported and Published,UK National Charge Point Registry
254192,Shell Recharge Solutions (Uk),Public - Pay At Location,Not Operational,False,Lauderdale Rd 194,nan,London,England,W9 1NQ,GB,51.527625,-0.187234,Lauderdale Rd 194,1.0,Type 2 (Socket Only),3.7,3.7,Operational,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,78,0.1281114921712353,2023-05-05 04:01:00+00:00,2023-05-05 04:01:00+00:00,Imported and Published,UK National Charge Point Registry
264695,Shell Recharge Solutions (Uk),Public - Pay At Location,Not Operational,False,nan,nan,London,England,NW8 9EB,GB,51.533,-0.18163,Shell Recharge/Ubitricity,1.0,Type 2 (Socket Only),5.0,5,Operational,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,78,0.1294215358393576,2023-05-04 09:48:00+00:00,2023-05-04 09:48:00+00:00,Imported and Published,UK National Charge Point Registry
236081,Char.Gy,Public,Operational,True,Waterside Care Home,nan,Davey Street,London,SE15 6LF,GB,51.4815142,-0.0743461,Waterside Care Home,1.0,Type 2 (Socket Only),3.5,3.5,Operational,Southwark,9318.948648648648,50.21666666666667,36.88102564102565,78,0.1279099469915242,2023-04-14 05:20:00+00:00,2023-04-14 05:20:00+00:00,Submission Published,Open Charge Map Contributors
268157,Total Energies (Uk),Public,Not Operational,False,Lough Road junction with MacKenzie Road,nan,Islington,London,N7 8QX,GB,51.548687,-0.11403,Lough Road,1.0,Type 2 (Socket Only),7.0,7,Operational,Islington,18508.0,50.21666666666667,36.88102564102565,78,0.3027813512006808,2023-12-07 08:11:00+00:00,2023-12-07 08:11:00+00:00,Imported and Published,UK National Charge Point Registry
236229,Char.Gy,Public,Operational,True,New Place Square,nan,Drummond Road,England,SE16 2JE,GB,51.4975644,-0.0619264,New Place Square,1.0,Type 2 (Socket Only),5.1,5.1,Operational,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,78,0.1295223084292132,2023-03-01 10:43:00+00:00,2023-03-01 10:43:00+00:00,Submission Published,Open Charge Map Contributors
136296,Shell Recharge Solutions (Uk),Public - Pay At Location,Not Operational,False,Talbot Rd 11,nan,London,England,W2 5JE,GB,51.517883,-0.19344,Talbot Rd 11,1.0,Type 2 (Socket Only),3.7,3.7,Operational,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,78,0.1281114921712353,2023-05-05 04:00:00+00:00,2023-05-05 04:00:00+00:00,Imported and Published,UK National Charge Point Registry
135903,Shell Recharge Solutions (Uk),Public - Pay At Location,Not Operational,False,79 Flaxman Road,nan,London,England,SE5 9DN,GB,51.468523,-0.101413,79 Flaxman Road (Opposite),1.0,Type 2 (Socket Only),5.5,5.5,Operational,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,78,0.1299253987886354,2024-04-03 22:10:00+00:00,2024-04-03 22:10:00+00:00,Imported and Published,Open Charge Map Contributors
103280,Total Energies (Uk),Public - Membership Required,Operational,True,56 Almorah Road (site 2),nan,London,England,N1 3EU,GB,51.54098,-0.086703,Almorah Road 56,2.0,Type 2 (Socket Only); Type 1 (J1772),7.0,4; 7,Operational,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,78,0.1328068506501674,2018-07-23 15:38:00+00:00,2018-07-23 15:38:00+00:00,Submission Published,Open Charge Map Contributors
236482,Char.Gy,Public,Operational,True,Mayward House,nan,Benhill Road,England,SE5 7NA,GB,51.4738157,-0.0867298,Mayward House,1.0,Type 2 (Socket Only),2.8,2.8,Operational,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,78,0.1272045388625353,2023-02-27 14:43:00+00:00,2023-02-27 14:43:00+00:00,Submission Published,Open Charge Map Contributors
252487,Shell Recharge Solutions (Uk),Public - Pay At Location,Not Operational,False,26 Redcliffe Square,nan,London,England,SW10 9JY,GB,51.488524,-0.188456,26 Redcliffe Square,1.0,Type 2 (Socket Only),3.7,3.7,Operational,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,78,0.1281114921712353,2023-05-04 09:44:00+00:00,2023-05-04 09:44:00+00:00,Imported and Published,UK National Charge Point Registry
253761,Shell Recharge Solutions (Uk),Public - Pay At Location,Not Operational,False,52 Hereford Road,nan,London,England,W2 5AJ,GB,51.51617,-0.194164,52 Hereford Road,1.0,Type 2 (Socket Only),3.7,3.7,Operational,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,78,0.1281114921712353,2023-05-04 09:46:00+00:00,2023-05-04 09:46:00+00:00,Imported and Published,UK National Charge Point Registry
237048,Char.Gy,Public,Operational,True,92 Webster Road,nan,London,England,SE16 4DF,GB,51.495497,-0.0627223,92 Webster Road,1.0,Type 2 (Socket Only),5.1,5.1,Operational,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,78,0.1295223084292132,2023-04-18 05:22:00+00:00,2023-04-18 05:22:00+00:00,Submission Published,Open Charge Map Contributors
254282,Shell Recharge Solutions (Uk),Public - Pay At Location,Not Operational,False,143 Randolph Avenue,nan,London,England,W9 1DN,GB,51.529558,-0.185589,143 Randolph Avenue,1.0,Type 2 (Socket Only),3.7,3.7,Operational,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,78,0.1281114921712353,2023-05-04 09:47:00+00:00,2023-05-04 09:47:00+00:00,Imported and Published,UK National Charge Point Registry
254641,Total Energies (Uk),Public - Membership Required,Not Operational,False,Ryland Road,nan,Camden,London,NW5 3EH,GB,51.548076,-0.146132,Ryland Road,1.0,Type 1 (J1772); Type 2 (Socket Only),7.0,3; 7,Operational,Camden,13988.4,50.21666666666667,36.88102564102565,78,0.2185062768807482,2023-03-08 04:22:00+00:00,2023-03-08 04:22:00+00:00,Imported and Published,UK National Charge Point Registry
237130,Char.Gy,Public,Operational,True,27 Blue Anchor Lane,nan,London,England,SE16 3UL,GB,51.4933342,-0.0637904,27 Blue Anchor Lane,1.0,Type 2 (Socket Only),5.1,5.1,Operational,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,78,0.1295223084292132,2023-05-27 05:38:00+00:00,2023-05-27 05:38:00+00:00,Submission Published,Open Charge Map Contributors
253972,Shell Recharge Solutions (Uk),Public - Pay At Location,Not Operational,False,junc. Cirencester Street,nan,London,England,W2 5SR,GB,51.521642,-0.191739,junc. Cirencester Street,1.0,Type 2 (Socket Only),4.8,4.8,Operational,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,78,0.1292199906596465,2023-05-04 09:46:00+00:00,2023-05-04 09:46:00+00:00,Imported and Published,UK National Charge Point Registry
254155,Shell Recharge Solutions (Uk),Public - Pay At Location,Not Operational,False,48 Castellain Road,nan,London,England,W9 1HA,GB,51.526601,-0.188301,48 Castellain Road,1.0,Type 2 (Socket Only),3.7,3.7,Operational,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,78,0.1281114921712353,2023-05-04 09:47:00+00:00,2023-05-04 09:47:00+00:00,Imported and Published,UK National Charge Point Registry
41897,Total Energies (Uk),Public - Membership Required,Operational,True,Abercorn Place,Maida Vale,Westminster,London,NW8 9DY,GB,51.5309326241129,-0.184243078326394,Abercorn Place,2.0,Type 2 (Socket Only); BS1363 3 Pin 13 Amp; Type 1 (J1772),7.0,3; 4; 7,Operational,Westminster,13608.4,50.21666666666667,36.88102564102565,78,0.212790440221561,2020-01-10 09:48:00+00:00,2020-01-10 09:48:00+00:00,Submission Published,Open Charge Map Contributors
256494,Char.Gy,Public,Operational,True,Surrey Linear Canal Park,nan,Glengall Road,London,SE15 6NF,GB,51.4829969,-0.0723317,Surrey Linear Canal Park,1.0,Type 2 (Socket Only),5.1,5.1,Operational,Southwark,9318.948648648648,50.21666666666667,36.88102564102565,78,0.1295223084292132,2023-05-27 05:46:00+00:00,2023-05-27 05:46:00+00:00,Submission Published,Open Charge Map Contributors
254648,Shell Recharge Solutions (Uk),Public - Pay At Location,Not Operational,False,opp.,nan,London,England,NW5 2DL,GB,51.549341,-0.136752,opp.,1.0,Type 2 (Socket Only),5.0,5,Operational,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,78,0.1294215358393576,2023-05-04 09:49:00+00:00,2023-05-04 09:49:00+00:00,Imported and Published,UK National Charge Point Registry
254380,Shell Recharge Solutions (Uk),Public - Pay At Location,Not Operational,False,114 Hamilton Terrace,nan,London,England,NW8 9UT,GB,51.532102,-0.183021,114 Hamilton Terrace,1.0,Type 2 (Socket Only),3.7,3.7,Operational,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,78,0.1281114921712353,2023-05-04 09:48:00+00:00,2023-05-04 09:48:00+00:00,Imported and Published,UK National Charge Point Registry
253980,Shell Recharge Solutions (Uk),Public - Pay At Location,Not Operational,False,Woodchester Square,nan,London,England,W2 5SS,GB,51.522029,-0.191636,Woodchester Square,1.0,Type 2 (Socket Only),3.7,3.7,Operational,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,78,0.1281114921712353,2023-05-04 09:46:00+00:00,2023-05-04 09:46:00+00:00,Imported and Published,UK National Charge Point Registry
264705,Shell Recharge Solutions (Uk),Public - Pay At Location,Not Operational,False,nan,nan,London,England,NW8 9AT,GB,51.534,-0.18073,Shell Recharge/Ubitricity,1.0,Type 2 (Socket Only),4.8,4.8,Operational,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,78,0.1292199906596465,2023-05-04 09:48:00+00:00,2023-05-04 09:48:00+00:00,Imported and Published,UK National Charge Point Registry
254378,Shell Recharge Solutions (Uk),Public - Pay At Location,Not Operational,False,116 Hamilton Terrace,nan,London,England,NW8 9UT,GB,51.532019,-0.183179,116 Hamilton Terrace,1.0,Type 2 (Socket Only),3.7,3.7,Operational,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,78,0.1281114921712353,2023-05-04 09:48:00+00:00,2023-05-04 09:48:00+00:00,Imported and Published,UK National Charge Point Registry
136100,Shell Recharge Solutions (Uk),Public - Membership Required,Not Operational,False,Old Brompton Rd 226,nan,London,England,SW5 0DA,GB,51.489572,-0.189545,Old Brompton Rd 226,1.0,Type 2 (Socket Only),3.7,3.7,Operational,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,78,0.1281114921712353,2023-07-04 05:44:00+00:00,2023-07-04 05:44:00+00:00,Imported and Published,UK National Charge Point Registry
253371,Shell Recharge Solutions (Uk),Public - Pay At Location,Not Operational,False,outside no. 33,nan,London,England,W8 7EH,GB,51.506138,-0.195846,outside no. 33,1.0,Type 2 (Socket Only),3.7,3.7,Operational,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,78,0.1281114921712353,2023-05-04 09:45:00+00:00,2023-05-04 09:45:00+00:00,Imported and Published,UK National Charge Point Registry
236013,Char.Gy,Public,Operational,True,Opposite 3 Blakes Road,nan,London,London,SE15 6LY,GB,51.4775123,-0.0795413,Opposite 3 Blakes Road,1.0,Type 2 (Socket Only),5.1,5.1,Operational,Southwark,9318.948648648648,50.21666666666667,36.88102564102565,78,0.1295223084292132,2023-03-01 10:13:00+00:00,2023-03-01 10:13:00+00:00,Submission Published,Open Charge Map Contributors
90674,Total Energies (Uk),Public - Membership Required,Operational,True,4a Ufton Road,nan,LONDON,England,N1 5BY,GB,51.5396614343,-0.0836294882036,Ufton Road,2.0,Type 2 (Socket Only); Type 1 (J1772),7.0,4; 7,Operational,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,78,0.1328068506501674,2017-08-03 05:23:00+00:00,2017-08-03 05:23:00+00:00,Submission Published,Open Charge Map Contributors
251592,Shell Recharge Solutions (Uk),Public - Pay At Location,Not Operational,False,22 Offerton Road,nan,London,England,SW4 0DJ,GB,51.46556782208993,-0.1387382356941802,22 Offerton Road,1.0,Type 2 (Socket Only),5.5,5.5,Operational,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,78,0.1299253987886354,2023-06-18 18:32:00+00:00,2023-06-18 18:32:00+00:00,Imported and Published,Open Charge Map Contributors
264619,Shell Recharge Solutions (Uk),Public - Pay At Location,Not Operational,False,opposite 32 Bramham Gardens/Bolton Gardens,nan,London,England,SW5 0AQ,GB,51.490954,-0.190554,opposite 32 Bramham Gardens/Bolton Gardens,1.0,Type 2 (Socket Only),3.7,3.7,Operational,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,78,0.1281114921712353,2023-05-04 09:44:00+00:00,2023-05-04 09:44:00+00:00,Imported and Published,UK National Charge Point Registry
236636,Char.Gy,Public,Operational,True,Townsend House,nan,Strathnairn Street,London,SE1 5BU,GB,51.4910563,-0.0649661,Townsend House,1.0,Type 2 (Socket Only),5.1,5.1,Operational,Southwark,9318.948648648648,50.21666666666667,36.88102564102565,78,0.1295223084292132,2023-03-01 11:00:00+00:00,2023-03-01 11:00:00+00:00,Submission Published,Open Charge Map Contributors
253777,Shell Recharge Solutions (Uk),Public - Pay At Location,Not Operational,False,69 Hereford Road,nan,London,England,W2 5BB,GB,51.51639,-0.19437,69 Hereford Road,1.0,Type 2 (Socket Only),3.7,3.7,Operational,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,78,0.1281114921712353,2023-05-04 09:46:00+00:00,2023-05-04 09:46:00+00:00,Imported and Published,UK National Charge Point Registry
252323,Shell Recharge Solutions (Uk),Public - Pay At Location,Not Operational,False,outside no. 32,nan,London,England,SW10 9HA,GB,51.485305,-0.185928,outside no. 32,1.0,Type 2 (Socket Only),3.7,3.7,Operational,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,78,0.1281114921712353,2023-05-04 09:44:00+00:00,2023-05-04 09:44:00+00:00,Imported and Published,UK National Charge Point Registry
5661,Independent Operator,Public,Operational,True,Town Hall Car Park,Horton Street,Chelsea and Kensington,England,W8 7NX,GB,51.5027465,-0.1955192,Horton Street,6.0,nan,4.8,nan,nan,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,78,0.1360693057281396,2014-04-02 07:34:00+00:00,2014-04-02 07:34:00+00:00,Submission Published,Open Charge Map Contributors
236468,Char.Gy,Public,Operational,True,31 Camberwell Grove,nan,London,England,SE5 8JA,GB,51.4728271,-0.0883308,31 Camberwell Grove,1.0,Type 2 (Socket Only),5.1,5.1,Operational,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,78,0.1295223084292132,2023-07-14 17:01:00+00:00,2023-07-14 17:01:00+00:00,Submission Published,Open Charge Map Contributors
236226,Char.Gy,Public,Operational,True,Opposite 81 West Lane,nan,London,England,SE16 4PA,GB,51.499873,-0.0607269,Opposite 81 West Lane,1.0,Type 2 (Socket Only),5.1,5.1,Operational,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,78,0.1295223084292132,2023-03-01 10:37:00+00:00,2023-03-01 10:37:00+00:00,Submission Published,Open Charge Map Contributors
173571,Shell Recharge Solutions (Uk),Public - Pay At Location,Not Operational,False,32 Marlborough Place,nan,London,England,NW8 0PD,GB,51.535011,-0.179583,32 Marlborough Place,1.0,Type 2 (Socket Only),3.7,3.7,Operational,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,78,0.1281114921712353,2023-05-04 09:48:00+00:00,2023-05-04 09:48:00+00:00,Imported and Published,UK National Charge Point Registry
259070,Char.Gy,Public,Operational,True,Reardon Path,corner of Watts Street,London,London,E1W 2PQ,GB,51.5051928,-0.059709,Reardon Path,1.0,Type 2 (Socket Only),5.1,5.1,Operational,Tower Hamlets,9318.948648648648,50.21666666666667,36.88102564102565,78,0.1295223084292132,2023-05-27 05:39:00+00:00,2023-05-27 05:39:00+00:00,Submission Published,Open Charge Map Contributors
253448,Shell Recharge Solutions (Uk),Public - Pay At Location,Not Operational,False,outside no. 35,nan,London,England,W8 7SH,GB,51.508004,-0.196025,outside no. 35,1.0,Type 2 (Socket Only),3.7,3.7,Operational,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,78,0.1281114921712353,2023-05-04 09:45:00+00:00,2023-05-04 09:45:00+00:00,Imported and Published,UK National Charge Point Registry
252292,Shell Recharge Solutions (Uk),Public - Pay At Location,Not Operational,False,outside flank wall no. 24 Redcliffe Gardens,nan,London,England,SW10 9EZ,GB,51.484897,-0.185658,outside flank wall no. 24 Redcliffe Gardens,1.0,Type 2 (Socket Only),3.7,3.7,Operational,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,78,0.1281114921712353,2023-05-04 09:44:00+00:00,2023-05-04 09:44:00+00:00,Imported and Published,UK National Charge Point Registry
173384,Shell Recharge Solutions (Uk),Public,Not Operational,False,26 Harley Road,nan,London,England,NW3 3BX,GB,51.54092,-0.169722,26 Harley Road,1.0,Type 2 (Socket Only),3.7,3.7,Operational,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,78,0.1281114921712353,2023-05-04 09:48:00+00:00,2023-05-04 09:48:00+00:00,Imported and Published,UK National Charge Point Registry
268139,Total Energies (Uk),Public,Not Operational,False,6 Grange Grove,nan,Islington,London,N1 2NP,GB,51.545273,-0.096893,Grange Grove,1.0,Type 2 (Socket Only),7.0,7,Operational,Islington,18508.0,50.21666666666667,36.88102564102565,78,0.3027813512006808,2023-12-07 08:11:00+00:00,2023-12-07 08:11:00+00:00,Imported and Published,UK National Charge Point Registry
264676,Shell Recharge Solutions (Uk),Public - Pay At Location,Not Operational,False,nan,nan,London,England,W9 1JY,GB,51.529,-0.18659,Shell Recharge/Ubitricity,1.0,Type 2 (Socket Only),4.8,4.8,Operational,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,78,0.1292199906596465,2023-05-04 09:47:00+00:00,2023-05-04 09:47:00+00:00,Imported and Published,UK National Charge Point Registry
236833,Char.Gy,Public,Operational,True,35 West Lane,nan,London,England,SE16 4PA,GB,51.4997133,-0.0606468,35 West Lane,1.0,Type 2 (Socket Only),5.1,5.1,Operational,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,78,0.1295223084292132,2023-03-01 10:10:00+00:00,2023-03-01 10:10:00+00:00,Submission Published,Open Charge Map Contributors
236613,Char.Gy,Public,Operational,True,201 Simms Road,nan,London,London,SE1 5LP,GB,51.4905204,-0.0651307,201 Simms Road,1.0,Type 2 (Socket Only),5.1,5.1,Operational,Southwark,9318.948648648648,50.21666666666667,36.88102564102565,78,0.1295223084292132,2023-03-01 10:48:00+00:00,2023-03-01 10:48:00+00:00,Submission Published,Open Charge Map Contributors
254194,Shell Recharge Solutions (Uk),Public - Pay At Location,Not Operational,False,Lauderdale Rd 142,nan,London,England,W9 1NG,GB,51.527639,-0.187875,Lauderdale Rd 142,1.0,Type 2 (Socket Only),3.7,3.7,Operational,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,78,0.1281114921712353,2023-05-05 04:01:00+00:00,2023-05-05 04:01:00+00:00,Imported and Published,UK National Charge Point Registry
187487,Shell Recharge Solutions (Uk),Public,Not Operational,False,1 Eton Road,nan,London,England,NW3 4SP,GB,51.545778,-0.157201,1 Eton Road,1.0,Type 2 (Socket Only),3.7,3.7,Operational,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,78,0.1281114921712353,2023-05-04 09:48:00+00:00,2023-05-04 09:48:00+00:00,Imported and Published,UK National Charge Point Registry
254189,Shell Recharge Solutions (Uk),Public - Pay At Location,Not Operational,False,212 Lauderdale Road,nan,London,England,W9 1NQ,GB,51.527539,-0.187976,212 Lauderdale Road,1.0,Type 2 (Socket Only),3.7,3.7,Operational,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,78,0.1281114921712353,2023-05-04 09:47:00+00:00,2023-05-04 09:47:00+00:00,Imported and Published,UK National Charge Point Registry
173577,Shell Recharge Solutions (Uk),Public - Pay At Location,Not Operational,False,15 Loudoun Road,nan,London,England,NW8 0LS,GB,51.535776,-0.178692,15 Loudoun Road,1.0,Type 2 (Socket Only),3.7,3.7,Operational,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,78,0.1281114921712353,2023-05-04 09:48:00+00:00,2023-05-04 09:48:00+00:00,Imported and Published,UK National Charge Point Registry
173439,Shell Recharge Solutions (Uk),Public,Not Operational,False,45 Islip Street,nan,London,England,NW5 2DL,GB,51.549425,-0.138211,45 Islip Street,1.0,Type 2 (Socket Only),3.7,3.7,Operational,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,78,0.1281114921712353,2023-05-04 09:49:00+00:00,2023-05-04 09:49:00+00:00,Imported and Published,UK National Charge Point Registry
173580,Shell Recharge Solutions (Uk),Public - Pay At Location,Not Operational,False,10 Marlborough Hill,nan,London,England,NW8 0NN,GB,51.536485,-0.177707,10 Marlborough Hill,1.0,Type 2 (Socket Only),3.7,3.7,Operational,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,78,0.1281114921712353,2023-05-04 09:48:00+00:00,2023-05-04 09:48:00+00:00,Imported and Published,UK National Charge Point Registry
254104,Shell Recharge Solutions (Uk),Public - Pay At Location,Not Operational,False,opp.,nan,London,England,E2 6EY,GB,51.525338,-0.065786,opp.,1.0,Type 2 (Socket Only),5.0,5,Operational,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,78,0.1294215358393576,2023-05-04 09:47:00+00:00,2023-05-04 09:47:00+00:00,Imported and Published,UK National Charge Point Registry
136473,Shell Recharge Solutions (Uk),Public - Pay At Location,Not Operational,False,Marsden St 67 (Outside Southfleet),nan,London,England,NW5 3JB,GB,51.547134,-0.152299,Marsden St 67 (Outside Southfleet),1.0,Type 2 (Socket Only),3.7,3.7,Operational,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,78,0.1281114921712353,2023-05-05 04:01:00+00:00,2023-05-05 04:01:00+00:00,Imported and Published,UK National Charge Point Registry
307195,Clenergy,Public,Operational,True,Stockwell Avenue,nan,nan,London,SW9 9TB,GB,51.465438290786594,-0.1162839265755533,Lambeth/Clenergy Stockwell Avenue,1.0,Type 2 (Socket Only),3.0,3,Operational,Lambeth,14883.6,50.21666666666667,36.88102564102565,78,0.2311677899895977,2024-12-18 23:16:00+00:00,2024-12-18 23:16:00+00:00,Submission Published,Open Charge Map Contributors
236451,Char.Gy,Public,Operational,True,Opposite 9 - 19 Dalwood Street,nan,London,England,SE5 7DZ,GB,51.4754345,-0.0826069,Opposite 9-19 Dalwood Street,1.0,Type 2 (Socket Only),5.1,5.1,Operational,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,78,0.1295223084292132,2023-06-02 05:25:00+00:00,2023-06-02 05:25:00+00:00,Submission Published,Open Charge Map Contributors
136471,Shell Recharge Solutions (Uk),Public - Pay At Location,Not Operational,False,Queens Cres 41,nan,London,England,NW5 3QD,GB,51.546582,-0.154626,Queens Cres 41,1.0,Type 2 (Socket Only),3.7,3.7,Operational,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,78,0.1281114921712353,2023-05-05 04:01:00+00:00,2023-05-05 04:01:00+00:00,Imported and Published,UK National Charge Point Registry
252901,Shell Recharge Solutions (Uk),Public - Pay At Location,Not Operational,False,outside No. 1 Alma Terrace,nan,London,England,W8 6QY,GB,51.496553,-0.193979,outside No. 1 Alma Terrace,1.0,Type 2 (Socket Only),3.7,3.7,Operational,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,78,0.1281114921712353,2023-05-04 09:45:00+00:00,2023-05-04 09:45:00+00:00,Imported and Published,UK National Charge Point Registry
253807,Shell Recharge Solutions (Uk),Public - Pay At Location,Not Operational,False,90 Hereford Road,nan,London,England,W2 5AL,GB,51.517064,-0.194467,90 Hereford Road,1.0,Type 2 (Socket Only),3.7,3.7,Operational,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,78,0.1281114921712353,2023-05-04 09:46:00+00:00,2023-05-04 09:46:00+00:00,Imported and Published,UK National Charge Point Registry
214207,Shell Recharge Solutions (Uk),Public - Pay At Location,Not Operational,False,opp.,nan,London,London,E1W 2PQ,GB,51.503822,-0.0596,opp.,1.0,Type 2 (Socket Only),5.0,5,Operational,Tower Hamlets,9318.948648648648,50.21666666666667,36.88102564102565,78,0.1294215358393576,2023-05-04 09:45:00+00:00,2023-05-04 09:45:00+00:00,Imported and Published,UK National Charge Point Registry
236230,Char.Gy,Public,Operational,True,Millpond Estate,nan,Bermondsey Wall East,England,SE16 4TZ,GB,51.5004514,-0.0602563,Millpond Estate,1.0,Type 2 (Socket Only),5.1,5.1,Operational,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,78,0.1295223084292132,2023-03-01 10:44:00+00:00,2023-03-01 10:44:00+00:00,Submission Published,Open Charge Map Contributors
254113,Shell Recharge Solutions (Uk),Public - Pay At Location,Not Operational,False,opp.,nan,London,England,E2 6EY,GB,51.525544,-0.065833,opp.,1.0,Type 2 (Socket Only),5.0,5,Operational,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,78,0.1294215358393576,2023-05-04 09:47:00+00:00,2023-05-04 09:47:00+00:00,Imported and Published,UK National Charge Point Registry
254120,Shell Recharge Solutions (Uk),Public - Pay At Location,Not Operational,False,opp. junc Derbyshire Street,nan,London,England,E2 6EY,GB,51.525747,-0.065987,opp. junc Derbyshire Street,1.0,Type 2 (Socket Only),5.0,5,Operational,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,78,0.1294215358393576,2023-05-04 09:47:00+00:00,2023-05-04 09:47:00+00:00,Imported and Published,UK National Charge Point Registry
252913,Shell Recharge Solutions (Uk),Public - Pay At Location,Not Operational,False,4,nan,London,England,W8 6QY,GB,51.496753,-0.194109,4,1.0,Type 2 (Socket Only),3.7,3.7,Operational,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,78,0.1281114921712353,2023-05-04 09:45:00+00:00,2023-05-04 09:45:00+00:00,Imported and Published,UK National Charge Point Registry
136269,Shell Recharge Solutions (Uk),Public - Pay At Location,Not Operational,False,Pembridge Pl 9,nan,London,England,W2 4XB,GB,51.513154,-0.195679,Pembridge Pl 9,1.0,Type 2 (Socket Only),3.7,3.7,Operational,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,78,0.1281114921712353,2023-05-05 04:00:00+00:00,2023-05-05 04:00:00+00:00,Imported and Published,UK National Charge Point Registry
254082,Shell Recharge Solutions (Uk),Public - Pay At Location,Not Operational,False,65A Shirland Road,nan,London,England,W9 2EL,GB,51.524995,-0.190213,65A Shirland Road,1.0,Type 2 (Socket Only),3.7,3.7,Operational,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,78,0.1281114921712353,2023-05-04 09:47:00+00:00,2023-05-04 09:47:00+00:00,Imported and Published,UK National Charge Point Registry
